   -6.000000    0.000000
   -5.920000    0.000000
   -5.840000    0.000000
   -5.760000    0.000000
   -5.680000    0.000000
   -5.600000    0.000000
   -5.520000    0.000000
   -5.440000    0.000000
   -5.360000    0.000000
   -5.280000    0.000000
   -5.200000    0.000000
   -5.120000    0.000000
   -5.040000    0.000000
   -4.960000    0.000000
   -4.880000    0.000000
   -4.800000    0.000000
   -4.720000    0.000000
   -4.640000    0.000000
   -4.560000    0.000000
   -4.480000    0.000000
   -4.400000    0.000000
   -4.320000    0.000000
   -4.240000    0.000000
   -4.160000    0.000000
   -4.080000    0.000000
   -4.000000    0.000000
   -3.920000    0.000000
   -3.840000    0.000000
   -3.760000    0.000000
   -3.680000    0.000000
   -3.600000    0.000000
   -3.520000    0.000000
   -3.440000    0.000000
   -3.360000    0.000000
   -3.280000    0.000000
   -3.200000    0.000000
   -3.120000    0.000100
   -3.040000    0.000150
   -2.960000    0.000750
   -2.880000    0.000450
   -2.800000    0.002050
   -2.720000    0.002700
   -2.640000    0.002450
   -2.560000    0.004800
   -2.480000    0.008300
   -2.400000    0.019550
   -2.320000    0.023300
   -2.240000    0.034000
   -2.160000    0.047650
   -2.080000    0.067350
   -2.000000    0.101300
   -1.920000    0.145200
   -1.840000    0.173450
   -1.760000    0.261150
   -1.680000    0.345400
   -1.600000    0.458850
   -1.520000    0.597550
   -1.440000    0.762550
   -1.360000    1.018050
   -1.280000    1.252700
   -1.200000    1.569100
   -1.120000    1.874200
   -1.040000    2.196300
   -0.960000    2.597500
   -0.880000    3.087450
   -0.800000    3.513850
   -0.720000    3.931000
   -0.640000    4.529750
   -0.560000    4.933750
   -0.480000    5.428250
   -0.400000    5.954850
   -0.320000    6.354200
   -0.240000    6.791550
   -0.160000    7.114200
   -0.080000    7.274200
    0.000000    7.499800
    0.080000    7.504150
    0.160000    7.475050
    0.240000    7.289500
    0.320000    6.966100
    0.400000    6.613700
    0.480000    6.141450
    0.560000    5.668500
    0.640000    5.106050
    0.720000    4.616650
    0.800000    3.963100
    0.880000    3.432300
    0.960000    2.912350
    1.040000    2.456250
    1.120000    2.040300
    1.200000    1.670800
    1.280000    1.366200
    1.360000    1.080550
    1.440000    0.861700
    1.520000    0.706900
    1.600000    0.545600
    1.680000    0.417450
    1.760000    0.335700
    1.840000    0.257100
    1.920000    0.187100
    2.000000    0.130100
    2.080000    0.095850
    2.160000    0.058750
    2.240000    0.047800
    2.320000    0.028300
    2.400000    0.018950
    2.480000    0.012200
    2.560000    0.007150
    2.640000    0.004200
    2.720000    0.001450
    2.800000    0.000350
    2.880000    0.000300
    2.960000    0.000050
    3.040000    0.000250
    3.120000    0.000000
    3.200000    0.000000
    3.280000    0.000000
    3.360000    0.000000
    3.440000    0.000000
    3.520000    0.000000
    3.600000    0.000000
    3.680000    0.000000
    3.760000    0.000000
    3.840000    0.000000
    3.920000    0.000000
    4.000000    0.000000
    4.080000    0.000000
    4.160000    0.000000
    4.240000    0.000000
    4.320000    0.000000
    4.400000    0.000000
    4.480000    0.000000
    4.560000    0.000000
    4.640000    0.000000
    4.720000    0.000000
    4.800000    0.000000
    4.880000    0.000000
    4.960000    0.000000
    5.040000    0.000000
    5.120000    0.000000
    5.200000    0.000000
    5.280000    0.000000
    5.360000    0.000000
    5.440000    0.000000
    5.520000    0.000000
    5.600000    0.000000
    5.680000    0.000000
    5.760000    0.000000
    5.840000    0.000000
    5.920000    0.000000
    6.000000    0.000000
