    0.000000    0.024000
    0.160000    0.497750
    0.320000    1.335375
    0.480000    2.084500
    0.640000    2.496750
    0.800000    2.569875
    0.960000    2.368250
    1.120000    2.018000
    1.280000    1.637625
    1.440000    1.277625
    1.600000    0.960750
    1.760000    0.705000
    1.920000    0.472250
    2.080000    0.304750
    2.240000    0.181875
    2.400000    0.092000
    2.560000    0.048750
    2.720000    0.029500
    2.880000    0.014625
    3.040000    0.004375
    3.200000    0.001375
    3.360000    0.000000
    3.520000    0.000000
    3.680000    0.000000
    3.840000    0.000000
    4.000000    0.000000
    4.160000    0.000000
    4.320000    0.000000
    4.480000    0.000000
    4.640000    0.000000
    4.800000    0.000000
    4.960000    0.000000
    5.120000    0.000000
    5.280000    0.000000
    5.440000    0.000000
    5.600000    0.000000
    5.760000    0.000000
    5.920000    0.000000
    6.080000    0.000000
    6.240000    0.000000
    6.400000    0.000000
    6.560000    0.000000
    6.720000    0.000000
    6.880000    0.000000
    7.040000    0.000000
    7.200000    0.000000
    7.360000    0.000000
    7.520000    0.000000
    7.680000    0.000000
    7.840000    0.000000
    8.000000    0.000000
